district,crop,season,sowing_date,harvest_date,season_total_rainfall_mm,season_avg_temp_c,season_avg_humidity,soil_pH,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,organic_carbon_pct,soil_moisture_pct,yield_kg_per_ha,harvest_days,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha
Kandhamal,Sugarcane,Summer,2024-03-20,2024-06-10,596,19.1,49.85,6.35,283,47,295,0.67,17.33,2226,82,82,48,32
Kandhamal,Sugarcane,Kharif,2018-06-15,2018-10-30,1153,29.6,73.72,5.95,376,58,235,0.81,15.8,4529,137,89,70,47
Kandhamal,Groundnut,Summer,2022-03-20,2022-06-10,524,18.76,44.01,7.18,290,52,216,1.13,28.76,4258,82,72,78,37
Kandhamal,Cotton,Rabi,2019-11-15,2020-03-15,241,22.42,53.7,6.9,330,37,284,1.15,21.53,2363,121,70,59,59
Kandhamal,Groundnut,Rabi,2017-11-15,2018-03-15,523,20.17,56.87,7.16,201,41,278,0.96,23.48,4916,120,96,30,21
Kandhamal,Mustard,Kharif,2016-06-15,2016-10-30,1263,33.06,68.64,6.14,343,45,198,1.17,17.66,5948,137,100,65,23
Kandhamal,Rice,Kharif,2015-06-15,2015-10-30,1101,30.06,67.03,6.84,395,60,250,0.56,31.56,3552,137,149,49,33
Kandhamal,Sugarcane,Rabi,2024-11-15,2025-03-15,461,25.39,53.57,5.59,391,28,171,0.92,23.09,3411,120,74,78,35
Kandhamal,Cotton,Summer,2018-03-20,2018-06-10,575,18.35,42.76,5.99,339,48,242,1.16,21.01,2478,82,90,53,38
Kandhamal,Mustard,Summer,2025-03-20,2025-06-10,309,18.41,48.85,6.16,365,57,218,1.04,31.05,4637,82,65,32,37
Kandhamal,Mustard,Rabi,2015-11-15,2016-03-15,251,26.09,40.06,6.75,252,52,173,0.7,25.5,4788,121,81,64,28
Kandhamal,Cotton,Summer,2023-03-20,2023-06-10,463,23.32,67.16,6.44,211,27,155,0.76,32.49,4179,82,41,41,58
Kandhamal,Groundnut,Rabi,2023-11-15,2024-03-15,355,16.47,49.14,6.58,233,38,229,0.73,32.98,5250,121,49,35,57
Kandhamal,Vegetables,Rabi,2018-11-15,2019-03-15,476,15.64,45.85,6.56,212,57,160,1.18,27.83,3538,120,44,78,56
Kandhamal,Groundnut,Kharif,2017-06-15,2017-10-30,992,29.55,71.05,5.88,212,27,188,1.04,20.05,2629,137,83,63,58
Kandhamal,Cotton,Summer,2025-03-20,2025-06-10,539,27.98,56.52,6.93,240,22,207,1.2,19.59,5013,82,48,34,22
Kandhamal,Vegetables,Rabi,2015-11-15,2016-03-15,477,15.02,58.08,7.15,364,57,258,0.86,22.24,2975,121,54,74,26
Kandhamal,Rice,Summer,2018-03-20,2018-06-10,326,18.54,67.38,6.24,241,39,254,0.83,17.36,2939,82,92,76,37
Kandhamal,Vegetables,Summer,2019-03-20,2019-06-10,464,18.89,56.55,6.97,266,32,246,0.77,17.28,4995,82,89,53,51
Kandhamal,Pulses,Rabi,2021-11-15,2022-03-15,286,22.02,47.87,6.08,343,44,171,0.87,25.54,4020,120,74,71,22
Kandhamal,Rice,Kharif,2024-06-15,2024-10-30,1194,23.71,75.68,6.88,250,57,214,1.04,28.98,5394,137,146,67,25
Kandhamal,Cotton,Rabi,2018-11-15,2019-03-15,327,25.43,65.93,7.12,267,28,154,1.02,24.71,2292,120,75,41,33
Kandhamal,Pulses,Summer,2025-03-20,2025-06-10,205,23.17,43.9,6.5,384,56,281,0.75,34.12,5764,82,58,48,46
Kandhamal,Mustard,Rabi,2021-11-15,2022-03-15,384,18.63,66.81,7.39,381,51,250,0.83,25.39,4799,120,74,68,29
Kandhamal,Mustard,Kharif,2015-06-15,2015-10-30,1105,21.04,62.39,6.19,362,31,168,1.17,30.77,5774,137,81,35,55
Kandhamal,Sugarcane,Summer,2020-03-20,2020-06-10,342,19.0,64.6,7.03,351,39,255,0.8,23.28,2542,82,54,33,21
Kandhamal,Rice,Summer,2018-03-20,2018-06-10,365,17.24,48.52,6.44,372,30,164,0.84,23.69,2858,82,83,58,41
Kandhamal,Cotton,Rabi,2021-11-15,2022-03-15,571,16.84,59.17,6.1,236,37,171,0.71,16.15,3856,120,87,67,44
Kandhamal,Vegetables,Rabi,2022-11-15,2023-03-15,219,22.62,57.76,5.86,278,38,297,1.17,24.39,2417,120,100,39,42
Kandhamal,Mustard,Summer,2019-03-20,2019-06-10,351,24.37,61.66,7.07,358,36,266,1.05,32.55,2135,82,68,71,57
Kandhamal,Cotton,Summer,2016-03-20,2016-06-10,270,24.36,42.18,6.29,223,49,226,0.85,25.92,2973,82,65,33,30
Kandhamal,Cotton,Kharif,2015-06-15,2015-10-30,1134,32.57,80.05,7.18,258,29,245,1.14,26.23,2701,137,45,78,43
Kandhamal,Sugarcane,Rabi,2016-11-15,2017-03-15,467,19.44,59.64,6.81,349,47,160,1.05,17.15,4619,120,82,64,34
Kandhamal,Maize,Summer,2016-03-20,2016-06-10,345,21.7,69.91,6.26,324,49,211,0.59,25.3,3642,82,67,61,42
Kandhamal,Vegetables,Rabi,2023-11-15,2024-03-15,495,24.57,41.13,6.21,259,40,167,0.89,16.76,2011,121,67,47,28
Kandhamal,Maize,Summer,2022-03-20,2022-06-10,387,22.91,49.96,6.04,230,40,281,0.64,21.38,5861,82,89,78,51
Kandhamal,Cotton,Summer,2021-03-20,2021-06-10,511,21.83,42.54,7.21,285,47,272,1.15,26.08,4706,82,50,42,45
Kandhamal,Cotton,Summer,2024-03-20,2024-06-10,588,25.48,44.33,6.19,260,31,266,1.01,20.31,2263,82,88,64,38
Kandhamal,Rice,Kharif,2020-06-15,2020-10-30,973,24.98,69.56,7.39,346,46,175,0.5,17.76,2653,137,83,49,42
Kandhamal,Groundnut,Summer,2023-03-20,2023-06-10,439,27.29,54.65,6.99,393,28,264,1.17,34.71,2652,82,66,42,32
Kandhamal,Sugarcane,Rabi,2021-11-15,2022-03-15,493,21.08,67.09,6.83,289,40,160,0.92,20.31,4910,120,46,50,56
Kandhamal,Mustard,Kharif,2015-06-15,2015-10-30,1379,20.63,74.24,7.41,318,32,169,0.69,22.01,4746,137,95,42,47
Kandhamal,Rice,Kharif,2016-06-15,2016-10-30,1483,29.1,70.5,7.22,375,57,189,0.77,25.34,3113,137,128,40,46
Kandhamal,Vegetables,Kharif,2023-06-15,2023-10-30,1447,22.31,76.99,5.56,385,51,168,0.51,26.36,2720,137,66,35,53
Kandhamal,Mustard,Summer,2018-03-20,2018-06-10,283,24.04,61.89,6.69,276,48,204,0.51,31.02,3181,82,56,34,48
Kandhamal,Maize,Rabi,2025-11-15,2026-03-15,562,18.77,52.22,7.36,328,20,166,0.96,28.02,3699,120,83,67,22
Kandhamal,Groundnut,Rabi,2019-11-15,2020-03-15,271,19.97,51.77,7.33,240,27,173,1.04,24.67,5808,121,60,54,23
Kandhamal,Cotton,Summer,2024-03-20,2024-06-10,578,15.91,43.09,5.86,347,31,226,0.89,24.21,4426,82,50,46,54
Kandhamal,Groundnut,Summer,2021-03-20,2021-06-10,471,18.24,40.86,5.77,394,58,291,0.5,19.96,5837,82,54,46,21
Kandhamal,Sugarcane,Rabi,2021-11-15,2022-03-15,554,26.06,67.65,7.41,351,24,274,0.98,33.13,3623,120,41,33,21
Kandhamal,Mustard,Rabi,2025-11-15,2026-03-15,591,21.49,59.31,6.21,397,37,239,0.82,21.9,4889,120,50,39,32
Kandhamal,Cotton,Summer,2017-03-20,2017-06-10,240,18.29,43.97,6.9,322,52,257,0.96,34.43,2179,82,49,40,46
Kandhamal,Cotton,Summer,2023-03-20,2023-06-10,306,20.94,63.7,5.76,291,58,251,0.61,30.33,5552,82,47,52,21
Kandhamal,Pulses,Rabi,2023-11-15,2024-03-15,417,25.28,54.89,6.38,222,29,233,0.59,31.37,3100,121,74,51,39
Kandhamal,Groundnut,Rabi,2025-11-15,2026-03-15,535,24.18,40.71,6.32,223,31,287,0.61,28.91,5343,120,50,45,54
Kandhamal,Vegetables,Summer,2017-03-20,2017-06-10,367,19.12,48.0,6.63,201,40,267,0.56,33.24,5573,82,65,37,44
Kandhamal,Rice,Kharif,2019-06-15,2019-10-30,1095,30.96,61.5,6.58,372,34,250,1.1,28.07,2277,137,138,46,60
Kandhamal,Vegetables,Rabi,2023-11-15,2024-03-15,535,23.8,45.5,7.48,386,52,278,0.93,33.65,4891,121,87,51,22
Kendrapara,Maize,Rabi,2021-11-15,2022-03-15,483,21.54,64.05,6.79,342,58,269,0.71,19.87,4800,120,91,51,32
Kendrapara,Vegetables,Summer,2025-03-20,2025-06-10,422,20.22,45.04,5.94,219,32,277,1.17,17.75,3592,82,79,72,55
Kendrapara,Maize,Summer,2017-03-20,2017-06-10,375,26.63,65.18,7.24,339,36,224,0.79,26.94,4273,82,91,75,54
Kendrapara,Groundnut,Summer,2025-03-20,2025-06-10,343,25.75,42.99,5.51,294,30,179,0.67,17.21,3976,82,97,43,49
Kendrapara,Groundnut,Kharif,2025-06-15,2025-10-30,1361,25.57,75.76,5.9,303,45,169,0.95,22.44,5784,137,62,45,25
Kendrapara,Cotton,Summer,2021-03-20,2021-06-10,518,15.82,53.51,6.05,394,47,226,0.88,33.17,2182,82,82,53,23
Kendrapara,Mustard,Summer,2022-03-20,2022-06-10,478,24.93,51.29,5.75,258,53,257,0.76,18.77,5530,82,59,72,28
Kendrapara,Sugarcane,Rabi,2017-11-15,2018-03-15,441,23.4,61.18,5.66,335,28,261,0.88,17.89,2993,120,77,53,20
Kendrapara,Maize,Rabi,2025-11-15,2026-03-15,559,19.53,67.06,6.96,343,29,191,0.75,31.45,2589,120,69,47,31
Kendrapara,Rice,Summer,2021-03-20,2021-06-10,453,27.21,57.01,6.74,343,45,281,0.95,31.66,5175,82,91,59,26
Kendrapara,Groundnut,Summer,2021-03-20,2021-06-10,586,27.79,52.92,7.46,352,52,276,1.1,34.06,3869,82,68,69,59
Kendrapara,Vegetables,Rabi,2025-11-15,2026-03-15,320,27.75,42.35,6.04,273,51,246,0.94,15.65,2431,120,72,65,30
Kendrapara,Rice,Rabi,2022-11-15,2023-03-15,251,24.08,46.3,6.3,306,51,280,0.5,30.29,3978,120,134,35,49
Kendrapara,Groundnut,Summer,2023-03-20,2023-06-10,327,22.86,48.76,6.72,278,46,239,0.58,25.67,3997,82,65,50,36
Kendrapara,Cotton,Kharif,2021-06-15,2021-10-30,1201,32.64,79.89,6.69,334,21,240,0.79,21.1,2015,137,93,53,34
Kendrapara,Vegetables,Kharif,2023-06-15,2023-10-30,1436,31.56,79.63,7.09,221,20,235,0.87,28.92,2812,137,57,75,56
Kendrapara,Maize,Kharif,2016-06-15,2016-10-30,819,21.57,84.99,7.13,242,35,273,1.19,29.98,3677,137,71,35,38
Kendrapara,Vegetables,Kharif,2025-06-15,2025-10-30,1282,28.05,76.98,7.41,261,34,279,1.18,25.72,5324,137,99,30,27
Kendrapara,Rice,Rabi,2015-11-15,2016-03-15,374,22.46,55.4,6.45,324,39,201,0.61,21.44,5564,121,80,61,57
Kendrapara,Rice,Rabi,2015-11-15,2016-03-15,581,19.5,56.78,5.51,333,45,215,1.15,19.6,4640,121,125,69,30
Kendrapara,Mustard,Summer,2015-03-20,2015-06-10,583,18.36,60.54,5.63,303,42,220,0.74,23.69,5575,82,50,63,45
Kendrapara,Pulses,Kharif,2025-06-15,2025-10-30,1361,22.49,67.65,6.0,375,51,161,0.97,32.65,5713,137,59,34,60
Kendrapara,Vegetables,Rabi,2020-11-15,2021-03-15,561,23.58,50.48,7.07,231,43,250,0.68,30.93,5237,120,47,77,32
Kendrapara,Groundnut,Rabi,2017-11-15,2018-03-15,258,15.39,69.42,6.14,396,30,174,0.97,17.49,4737,120,92,59,32
Kendrapara,Maize,Kharif,2018-06-15,2018-10-30,1165,30.68,60.39,6.83,369,26,214,0.63,25.31,5666,137,99,49,25
Kendrapara,Vegetables,Kharif,2019-06-15,2019-10-30,1122,28.91,82.4,6.1,349,57,261,0.95,28.62,5108,137,99,30,59
Kendrapara,Cotton,Rabi,2019-11-15,2020-03-15,563,22.94,47.56,6.07,375,32,192,0.64,17.56,5399,121,79,74,50
Kendrapara,Vegetables,Summer,2024-03-20,2024-06-10,517,26.39,65.51,6.76,303,49,222,0.59,25.89,5962,82,88,46,53
Kendrapara,Sugarcane,Rabi,2018-11-15,2019-03-15,467,20.37,42.66,5.76,396,57,233,1.13,20.29,2476,120,90,56,58
Kendrapara,Cotton,Kharif,2021-06-15,2021-10-30,1454,25.97,75.34,7.46,350,40,166,0.7,31.0,2270,137,48,44,57
Kendrapara,Maize,Rabi,2016-11-15,2017-03-15,452,17.45,43.21,6.61,264,47,151,0.98,17.8,5121,120,72,30,44
Kendrapara,Mustard,Rabi,2021-11-15,2022-03-15,501,24.85,41.69,6.04,327,25,194,1.05,23.12,5689,120,40,78,56
Kendrapara,Pulses,Kharif,2022-06-15,2022-10-30,1434,22.89,74.5,6.69,243,43,168,1.19,26.81,4926,137,52,43,54
Kendrapara,Pulses,Rabi,2025-11-15,2026-03-15,381,24.48,53.43,7.36,334,41,178,0.94,16.24,5770,120,98,65,25
Kendrapara,Groundnut,Kharif,2023-06-15,2023-10-30,1185,25.58,83.29,6.07,390,32,250,0.51,21.23,3078,137,42,44,22
Kendrapara,Groundnut,Summer,2025-03-20,2025-06-10,545,21.87,69.85,5.74,294,56,164,0.84,34.7,5313,82,41,61,21
Kendrapara,Sugarcane,Summer,2015-03-20,2015-06-10,300,27.96,40.65,6.79,265,26,165,0.9,29.9,4984,82,99,76,30
Kendrapara,Sugarcane,Summer,2015-03-20,2015-06-10,573,20.79,40.67,7.07,242,45,205,0.88,31.4,5993,82,71,66,22
Kendrapara,Groundnut,Summer,2018-03-20,2018-06-10,468,20.75,56.29,7.15,270,41,273,0.52,31.91,2955,82,90,73,59
Kendrapara,Pulses,Summer,2024-03-20,2024-06-10,381,23.04,63.01,6.42,241,28,199,0.99,18.57,5714,82,89,51,41
Kendrapara,Maize,Rabi,2017-11-15,2018-03-15,339,26.65,63.86,7.48,309,31,273,0.57,22.38,4794,120,84,58,50
Kendrapara,Rice,Summer,2023-03-20,2023-06-10,448,26.5,58.11,5.91,318,53,293,0.97,27.81,3047,82,105,48,39
Kendrapara,Maize,Kharif,2024-06-15,2024-10-30,1213,28.4,66.53,7.06,383,58,159,1.16,32.18,3001,137,95,75,22
Kendrapara,Cotton,Summer,2024-03-20,2024-06-10,328,21.59,59.6,7.35,387,47,297,0.89,26.15,2505,82,88,61,47
Kendrapara,Sugarcane,Kharif,2018-06-15,2018-10-30,1292,31.83,66.52,7.0,305,54,216,0.96,18.89,3750,137,76,45,35
Kendrapara,Cotton,Rabi,2023-11-15,2024-03-15,444,25.03,67.9,7.12,366,37,295,0.76,25.89,3912,121,78,33,57
Kendrapara,Sugarcane,Rabi,2025-11-15,2026-03-15,267,17.81,56.19,7.28,295,26,193,1.07,29.35,3754,120,56,76,40
Kendrapara,Cotton,Rabi,2023-11-15,2024-03-15,480,16.77,59.59,7.02,388,44,216,0.96,17.46,3490,121,68,35,52
Kendrapara,Pulses,Summer,2021-03-20,2021-06-10,393,20.4,55.09,6.64,344,57,276,0.73,19.95,4437,82,44,72,52
Kendrapara,Maize,Kharif,2019-06-15,2019-10-30,828,26.43,72.36,5.82,309,53,269,1.11,27.19,2937,137,82,49,50
Kendrapara,Sugarcane,Summer,2018-03-20,2018-06-10,509,19.19,61.28,5.65,313,39,172,0.87,22.04,2193,82,67,49,57
Kendrapara,Pulses,Rabi,2024-11-15,2025-03-15,285,20.96,41.19,6.17,294,53,213,0.87,31.36,4791,120,79,35,43
Kendrapara,Mustard,Kharif,2016-06-15,2016-10-30,1270,33.43,65.06,6.0,397,30,295,0.74,22.84,2228,137,93,44,30
Kendrapara,Maize,Kharif,2020-06-15,2020-10-30,1107,25.8,72.38,7.34,245,46,235,0.58,19.99,5186,137,61,44,59
Kendrapara,Mustard,Summer,2023-03-20,2023-06-10,357,27.76,57.96,5.7,282,34,239,1.16,20.53,5509,82,53,48,59
Kendrapara,Maize,Rabi,2021-11-15,2022-03-15,440,23.74,51.28,7.06,225,30,292,0.54,22.63,5094,120,95,61,54
Kendrapara,Maize,Kharif,2018-06-15,2018-10-30,1325,25.87,66.07,7.03,201,31,253,1.15,34.19,4595,137,50,57,45
Kendrapara,Vegetables,Kharif,2023-06-15,2023-10-30,1337,30.29,61.05,7.5,355,38,215,0.98,16.36,3035,137,95,33,35
Kendrapara,Maize,Summer,2017-03-20,2017-06-10,341,26.26,54.82,6.86,312,45,253,0.96,18.84,2521,82,49,41,38
Kendrapara,Sugarcane,Rabi,2020-11-15,2021-03-15,472,26.43,64.36,7.37,235,54,227,1.17,16.69,3967,120,79,54,53
Kendrapara,Pulses,Summer,2017-03-20,2017-06-10,423,22.35,61.08,5.97,349,52,229,0.63,15.09,3085,82,97,68,37
Kendrapara,Sugarcane,Rabi,2020-11-15,2021-03-15,538,25.53,50.07,5.88,329,41,268,0.87,29.69,2903,120,87,80,21
Kendrapara,Rice,Rabi,2025-11-15,2026-03-15,276,17.17,54.08,7.12,228,54,156,0.62,17.19,4862,120,118,47,48
Kendrapara,Vegetables,Kharif,2016-06-15,2016-10-30,1121,32.85,62.15,6.53,233,50,292,0.76,17.19,3761,137,60,58,22
Kendrapara,Maize,Kharif,2022-06-15,2022-10-30,1394,31.8,72.12,7.47,362,41,221,1.08,33.11,5786,137,93,61,28
Kendrapara,Maize,Rabi,2024-11-15,2025-03-15,212,25.01,53.92,6.29,347,33,188,1.1,26.24,4005,120,79,38,49
Kendrapara,Vegetables,Summer,2019-03-20,2019-06-10,334,16.42,60.67,7.15,212,52,257,1.04,27.25,4334,82,90,45,20
Kendrapara,Sugarcane,Rabi,2016-11-15,2017-03-15,542,20.13,53.91,6.32,352,46,172,1.09,16.11,4370,120,95,34,49
Kendrapara,Vegetables,Summer,2023-03-20,2023-06-10,211,24.17,62.67,7.11,301,51,196,0.83,24.13,2151,82,83,74,22
Kendrapara,Groundnut,Kharif,2024-06-15,2024-10-30,1440,28.88,69.56,7.3,374,56,191,0.69,22.3,5540,137,48,50,52
Kendrapara,Groundnut,Summer,2020-03-20,2020-06-10,558,17.44,48.38,6.85,308,55,246,1.16,22.29,5491,82,81,43,55
Kendrapara,Rice,Kharif,2023-06-15,2023-10-30,999,25.98,62.26,7.25,254,49,275,0.61,28.67,3821,137,108,62,21
Kendrapara,Sugarcane,Rabi,2021-11-15,2022-03-15,219,20.97,42.14,6.33,367,39,289,0.84,16.66,5666,120,83,77,40
Kendrapara,Vegetables,Rabi,2020-11-15,2021-03-15,215,17.53,65.92,7.03,348,39,291,1.1,23.45,2129,120,92,61,29
Kendrapara,Sugarcane,Summer,2022-03-20,2022-06-10,594,19.42,62.91,6.26,294,44,217,0.5,25.73,2021,82,63,59,42
Kendrapara,Pulses,Summer,2019-03-20,2019-06-10,423,27.43,53.05,6.91,213,24,155,0.54,32.04,2948,82,85,80,22
Kendrapara,Maize,Summer,2024-03-20,2024-06-10,275,15.59,63.58,6.85,360,57,153,0.83,20.51,2798,82,82,72,59
Kendrapara,Sugarcane,Rabi,2015-11-15,2016-03-15,567,22.92,46.99,6.25,226,40,184,0.9,24.07,3264,121,44,50,48
Kendrapara,Groundnut,Kharif,2020-06-15,2020-10-30,901,24.08,72.76,6.99,340,51,237,1.05,30.27,4616,137,98,60,59
Kendrapara,Maize,Summer,2018-03-20,2018-06-10,590,17.19,60.38,6.98,262,24,223,0.55,18.29,4281,82,42,65,54
Kendrapara,Mustard,Summer,2023-03-20,2023-06-10,513,21.6,54.18,6.61,290,52,256,0.9,34.97,3560,82,80,73,20
Kendrapara,Vegetables,Rabi,2021-11-15,2022-03-15,539,27.05,47.45,7.22,253,21,241,1.04,15.86,3302,120,71,69,37
Kendrapara,Sugarcane,Summer,2023-03-20,2023-06-10,540,22.62,47.13,6.65,305,54,292,0.68,21.15,5152,82,54,74,59
Kendrapara,Maize,Rabi,2018-11-15,2019-03-15,298,16.4,49.45,6.71,378,36,282,1.05,21.44,2431,120,90,53,43
Kendrapara,Rice,Kharif,2017-06-15,2017-10-30,1051,20.71,69.14,6.52,274,38,279,0.89,16.77,5843,137,108,56,53
Kendrapara,Sugarcane,Summer,2022-03-20,2022-06-10,439,24.18,68.66,6.45,247,34,249,0.83,27.28,5503,82,73,75,27
Kendrapara,Mustard,Kharif,2015-06-15,2015-10-30,950,25.79,60.26,5.97,219,29,294,0.65,15.19,3519,137,43,35,44
Kendrapara,Rice,Rabi,2020-11-15,2021-03-15,423,26.42,67.56,7.14,232,50,191,0.7,26.84,4102,120,106,71,57
Kendrapara,Mustard,Kharif,2015-06-15,2015-10-30,1023,34.18,60.24,6.79,265,20,165,0.69,22.26,5872,137,95,72,37
Kendrapara,Maize,Rabi,2015-11-15,2016-03-15,508,24.9,54.25,6.36,371,27,286,0.98,19.76,2058,121,66,61,26
Kendrapara,Cotton,Summer,2015-03-20,2015-06-10,349,18.49,69.74,6.87,356,23,190,1.15,17.46,2284,82,47,55,43
Kendrapara,Sugarcane,Summer,2021-03-20,2021-06-10,555,18.12,49.61,6.98,202,25,281,0.75,27.75,4368,82,72,79,54
Kendrapara,Groundnut,Kharif,2024-06-15,2024-10-30,962,23.68,63.7,6.92,334,31,221,0.57,25.96,5801,137,75,42,44
Kendrapara,Mustard,Rabi,2025-11-15,2026-03-15,225,17.13,57.49,5.83,289,49,169,0.51,33.71,4898,120,43,57,57
Kendrapara,Mustard,Rabi,2015-11-15,2016-03-15,580,17.45,68.0,6.47,239,42,218,0.84,15.43,3432,121,43,47,20
Kendrapara,Rice,Rabi,2020-11-15,2021-03-15,240,26.79,61.7,5.97,350,58,186,0.57,24.95,3242,120,88,48,23
Kendrapara,Maize,Kharif,2018-06-15,2018-10-30,1209,20.82,65.04,6.21,299,42,287,0.53,26.17,4667,137,66,48,46
Kendrapara,Vegetables,Rabi,2015-11-15,2016-03-15,255,26.72,59.26,6.16,364,29,174,0.65,28.16,3848,121,79,49,33
Kendrapara,Mustard,Kharif,2025-06-15,2025-10-30,1375,22.53,68.23,5.72,274,34,171,1.07,26.97,2566,137,96,72,44
Kendrapara,Maize,Summer,2022-03-20,2022-06-10,389,15.32,45.9,6.42,262,30,265,0.7,17.25,5187,82,71,76,28
Kendrapara,Vegetables,Kharif,2021-06-15,2021-10-30,1569,27.98,63.15,6.14,398,49,155,0.92,25.15,2761,137,80,56,50
Kendrapara,Cotton,Rabi,2020-11-15,2021-03-15,248,21.94,55.79,7.42,275,28,237,0.83,32.12,4744,120,84,78,22
Kendrapara,Cotton,Rabi,2023-11-15,2024-03-15,502,18.82,50.16,6.5,208,46,265,0.95,16.99,2043,121,89,59,56
Kendrapara,Mustard,Kharif,2023-06-15,2023-10-30,847,28.86,71.91,6.35,322,51,218,0.94,32.89,4772,137,76,53,47
Kendrapara,Sugarcane,Kharif,2024-06-15,2024-10-30,972,23.47,65.83,6.66,385,53,247,1.07,31.6,2083,137,91,52,20
Kendrapara,Vegetables,Kharif,2020-06-15,2020-10-30,1159,31.03,72.3,6.49,315,39,199,0.6,15.44,5395,137,60,74,51
Kendrapara,Mustard,Kharif,2018-06-15,2018-10-30,875,28.0,67.82,6.46,347,27,210,0.89,15.18,2668,137,61,46,59
Kendrapara,Groundnut,Summer,2017-03-20,2017-06-10,373,25.85,68.64,5.72,391,42,210,0.99,22.72,5113,82,51,49,42
Kendrapara,Maize,Summer,2017-03-20,2017-06-10,600,18.35,40.88,5.79,400,29,214,0.86,16.05,4736,82,60,35,41
Kendrapara,Groundnut,Rabi,2021-11-15,2022-03-15,295,21.36,62.66,6.01,288,46,192,0.88,15.88,4212,120,90,72,20
Kendrapara,Mustard,Rabi,2020-11-15,2021-03-15,357,27.34,56.73,7.39,256,60,279,0.91,20.4,2199,120,98,74,45
Kendrapara,Vegetables,Summer,2017-03-20,2017-06-10,442,20.98,68.13,7.36,322,60,185,0.53,25.26,5986,82,82,31,55
Kendrapara,Mustard,Summer,2021-03-20,2021-06-10,344,18.25,63.34,7.44,266,59,283,1.16,31.58,4818,82,84,36,38
Kendrapara,Groundnut,Rabi,2016-11-15,2017-03-15,330,20.65,40.86,7.28,313,46,225,0.51,29.37,2123,120,86,38,34
Kendrapara,Cotton,Rabi,2020-11-15,2021-03-15,447,22.72,60.57,7.18,295,26,205,0.62,33.63,2339,120,41,70,34
Kendrapara,Sugarcane,Summer,2017-03-20,2017-06-10,498,17.57,55.09,6.06,236,28,269,0.64,33.88,3973,82,99,35,42
Kendrapara,Groundnut,Rabi,2024-11-15,2025-03-15,282,18.05,44.02,6.65,345,54,214,0.52,15.34,3236,120,60,60,27
Kendrapara,Sugarcane,Kharif,2021-06-15,2021-10-30,1568,34.8,67.08,7.04,201,20,299,1.13,16.36,2115,137,54,70,56
Kendrapara,Rice,Rabi,2018-11-15,2019-03-15,572,23.85,55.29,6.7,328,44,269,0.82,34.92,4092,120,99,49,31
Kendrapara,Mustard,Rabi,2022-11-15,2023-03-15,233,20.09,60.17,6.27,300,47,289,1.1,16.5,5244,120,59,68,31
Kendrapara,Maize,Rabi,2019-11-15,2020-03-15,556,24.46,44.86,6.16,336,50,249,0.94,18.99,4391,121,100,43,26
Kendrapara,Rice,Summer,2015-03-20,2015-06-10,430,25.45,46.4,6.11,243,38,270,0.97,21.51,4359,82,95,58,26
Kendrapara,Rice,Rabi,2022-11-15,2023-03-15,405,25.56,62.01,7.14,381,27,296,0.75,25.31,2075,120,107,43,36
Kendrapara,Mustard,Summer,2025-03-20,2025-06-10,306,18.54,49.37,5.52,326,41,184,1.06,17.47,3519,82,85,44,56
Kendrapara,Cotton,Summer,2024-03-20,2024-06-10,205,21.21,57.45,7.18,207,36,265,1.01,24.34,2132,82,79,42,55
Kendrapara,Vegetables,Kharif,2017-06-15,2017-10-30,1487,25.39,84.74,6.21,256,50,238,0.6,34.2,5388,137,88,54,24
Kendrapara,Mustard,Summer,2024-03-20,2024-06-10,524,18.48,68.22,6.04,349,30,204,0.92,23.57,3667,82,80,54,60
Kendrapara,Mustard,Rabi,2024-11-15,2025-03-15,352,24.07,49.89,7.01,335,59,297,0.81,27.88,4614,120,82,50,50
Kendrapara,Vegetables,Rabi,2017-11-15,2018-03-15,541,18.86,57.7,6.03,294,22,287,1.2,24.62,3222,120,53,53,35
Kendrapara,Groundnut,Summer,2024-03-20,2024-06-10,259,20.17,55.15,6.46,345,40,163,0.54,22.73,4604,82,86,50,58
Kendrapara,Rice,Rabi,2017-11-15,2018-03-15,536,27.97,45.43,6.89,204,53,266,0.52,19.61,4230,120,81,40,55
Kendrapara,Sugarcane,Summer,2021-03-20,2021-06-10,417,24.23,42.81,5.5,245,25,235,0.56,16.62,5405,82,76,53,33
Kendrapara,Rice,Kharif,2017-06-15,2017-10-30,1078,33.71,64.13,6.36,381,33,262,0.81,34.65,4798,137,144,36,41
Kendrapara,Mustard,Kharif,2022-06-15,2022-10-30,1214,25.03,76.04,6.06,383,38,272,0.62,26.35,2309,137,45,55,32
Kendrapara,Rice,Summer,2017-03-20,2017-06-10,528,26.99,60.79,6.35,327,42,288,0.58,25.56,5086,82,129,67,39
Kendrapara,Vegetables,Summer,2025-03-20,2025-06-10,348,16.5,53.05,6.22,266,49,266,0.73,30.53,2029,82,98,75,59
Kendrapara,Sugarcane,Summer,2024-03-20,2024-06-10,220,27.08,50.4,5.95,372,34,258,0.69,22.82,5973,82,79,34,57
Kendrapara,Maize,Rabi,2024-11-15,2025-03-15,204,21.33,69.87,5.98,301,48,181,0.56,16.02,4204,120,40,63,41
Kendrapara,Maize,Kharif,2015-06-15,2015-10-30,1153,21.91,62.34,5.86,329,46,283,1.09,25.22,2358,137,50,71,58
